2017-10-22 12:40:40.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:41:41.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:42:42.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:43:42.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:44:43.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:45:44.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:46:44.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:47:44.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:48:45.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:49:46.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:50:47.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:51:47.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:52:48.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:53:49.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:54:49.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:55:50.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:56:51.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:57:52.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:58:53.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:59:54.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 13:00:55.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 13:01:55.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 13:02:56.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 13:03:57.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 13:04:57.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 13:05:58.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 13:06:59.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 13:08:0.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 13:09:0.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 13:10:1.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 13:11:2.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 13:12:3.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 13:13:3.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 13:14:4.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 13:15:4.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 13:16:5.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 13:17:6.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 13:18:6.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 13:19:7.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 13:20:8.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 13:21:8.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 13:22:8.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 13:23:9.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 13:24:10.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 13:25:10.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 13:26:11.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 13:27:11.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 13:28:12.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 13:29:13.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 13:30:14.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 13:31:15.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 13:32:16.000000,5549.5741N,00313.1195W,215.9,0,-0.0
2017-10-22 13:33:16.000000,5549.5741N,00313.1195W,215.9,0,-0.0
2017-10-22 13:34:16.000000,5549.5741N,00313.1195W,215.9,0,-0.0
2017-10-22 13:35:17.000000,5549.5741N,00313.1195W,215.9,0,-0.0
2017-10-22 13:36:18.000000,5549.5741N,00313.1195W,215.9,0,-0.0
2017-10-22 13:37:19.000000,5549.5741N,00313.1195W,215.9,0,-0.0
2017-10-22 13:38:19.000000,5549.5741N,00313.1195W,215.9,0,-0.0
2017-10-22 13:39:20.000000,5549.5741N,00313.1195W,215.9,0,-0.0
2017-10-22 13:40:20.000000,5549.5741N,00313.1195W,215.9,0,-0.0
2017-10-22 13:41:20.000000,5549.5741N,00313.1195W,215.9,0,-0.0
2017-10-22 13:42:21.000000,5549.5741N,00313.1195W,215.9,0,-0.0
2017-10-22 13:43:21.000000,5549.5741N,00313.1195W,215.9,0,-0.0
2017-10-22 13:44:22.000000,5549.5741N,00313.1195W,215.9,0,-0.0
2017-10-22 13:45:23.000000,5549.5741N,00313.1195W,215.9,0,-0.0
2017-10-22 13:46:23.000000,5549.5741N,00313.1195W,215.9,0,-0.0
2017-10-22 13:47:24.000000,5549.5741N,00313.1195W,215.9,0,-0.0
2017-10-22 13:48:25.000000,5549.5741N,00313.1195W,215.9,0,-0.0
2017-10-22 13:49:25.000000,5549.5741N,00313.1195W,215.9,0,-0.0
2017-10-22 14:11:39.000000,5549.5590N,00313.1261W,187.7,0,-0.0
2017-10-22 14:12:30.000000,5549.5590N,00313.1261W,187.7,0,-0.0
2017-10-22 14:14:15.000000,,,,0,-0.0
2017-10-22 14:15:15.000000,5549.5946N,00313.1177W,299.9,0,-0.0
2017-10-22 14:16:15.000000,5549.5911N,00313.1314W,240.1,0,-0.0
2017-10-22 14:17:15.000000,5549.5911N,00313.1314W,240.1,0,-0.0
2017-10-22 14:18:16.000000,5549.5911N,00313.1314W,240.1,0,-0.0
2017-10-22 14:19:16.000000,5549.5911N,00313.1314W,240.1,0,-0.0
2017-10-22 14:20:17.000000,5549.5911N,00313.1314W,240.1,0,-0.0
2017-10-22 14:21:18.000000,5549.5911N,00313.1314W,240.1,0,-0.0
2017-10-22 14:22:18.000000,5549.5911N,00313.1314W,240.1,0,-0.0
2017-10-22 14:23:19.000000,5549.5911N,00313.1314W,240.1,0,-0.0
2017-10-22 14:24:19.000000,5549.5911N,00313.1314W,240.1,0,-0.0
2017-10-22 14:25:19.000000,5549.5911N,00313.1314W,240.1,0,-0.0
2017-10-22 14:26:25.000000,5549.5762N,00313.1286W,222.8,0,-0.0
2017-10-22 14:27:25.000000,5549.5800N,00313.0895W,220.3,0,-0.0
2017-10-22 14:28:25.000000,5549.5726N,00313.1094W,216.4,0,-0.0
2017-10-22 14:29:25.000000,5549.5726N,00313.1094W,216.4,0,-0.0
2017-10-22 14:30:26.000000,5549.5688N,00313.1465W,221.7,0,-0.0
2017-10-22 14:31:26.000000,5549.5626N,00313.1409W,207.9,0,-0.0
2080-01-06 00:08:55.000000,,,,0,-0.0
2080-01-06 00:23:37.000000,,,,0,-0.0
2080-01-06 00:00:24.000000,,,,0,-0.0
2080-01-06 00:00:8.000000,,,,0,-0.0
2080-01-06 00:02:36.000000,,,,0,-0.0
2080-01-06 00:03:37.000000,,,,0,-0.0
2080-01-06 00:04:37.000000,,,,0,-0.0
2080-01-06 00:05:38.000000,,,,0,-0.0
2080-01-06 00:06:38.000000,,,,0,-0.0
2080-01-06 00:07:39.000000,,,,0,-0.0
2080-01-06 00:08:40.000000,,,,0,-0.0
2080-01-06 00:09:40.000000,,,,0,-0.0
2080-01-06 00:10:41.000000,,,,0,-0.0
2080-01-06 00:11:41.000000,,,,0,-0.0
2080-01-06 00:12:42.000000,,,,0,-0.0
2080-01-06 00:13:43.000000,,,,0,-0.0
2080-01-06 00:14:44.000000,,,,0,-0.0
2080-01-06 00:15:44.000000,,,,0,-0.0
2080-01-06 00:16:44.000000,,,,0,-0.0
2080-01-06 00:17:44.000000,,,,0,-0.0
2080-01-06 00:18:44.000000,,,,0,-0.0
2080-01-06 00:19:44.000000,,,,0,-0.0
2080-01-06 00:20:44.000000,,,,0,-0.0
2080-01-06 00:21:44.000000,,,,0,-0.0
2080-01-06 00:22:45.000000,,,,0,-0.0
2080-01-06 00:23:45.000000,,,,0,-0.0
2080-01-06 00:24:45.000000,,,,0,-0.0
2080-01-06 00:24:59.000000,,,,0,-0.0
